bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,new_year,price,view,lat
2,1,1220,6000,1,0,0,3,6,880,340,1220,6840,1938,452000,0,47.5647
3,2.25,1550,5401,2,0,0,3,7,1550,0,1740,4485,2000,350000,0,47.737
4,2.5,2070,6180,2,0,0,3,8,2070,0,1250,6018,2007,410000,0,47.4915
3,1.75,2060,3600,1.5,0,0,3,7,1180,880,1730,2475,1985,595000,0,47.6389
3,2.5,1690,4851,2,0,0,3,7,1690,0,2330,4851,2004,499000,0,47.6795
4,2.5,2550,7555,2,0,0,3,8,2550,0,2550,6800,2001,340000,0,47.2614
5,3.25,3370,7947,2,0,0,3,10,3370,0,2040,7900,2001,1070000,0,47.6906
4,3,2230,52983,2,0,0,3,8,2230,0,2060,8755,1991,460000,0,47.3577
4,2.5,2382,5899,2,0,0,3,8,2382,0,2382,5897,2011,345000,0,47.2793
3,2.25,1620,7566,2,0,0,3,7,1620,0,1470,7566,1990,280500,0,47.3566
3,1,1140,6120,1.5,0,0,3,7,1140,0,1800,4080,1926,704000,0,47.6822
3,2.5,2140,40173,2,0,0,4,8,2140,0,2380,43016,1990,545000,0,47.4786
3,1.5,1900,7584,1,0,0,5,7,1900,0,1410,7584,1962,335000,0,47.5091
4,3,3370,7920,1,0,3,3,10,1860,1510,2730,7380,1988,1330000,3,47.6773
3,2.75,2300,8000,1,0,0,3,7,1430,870,2070,10200,1965,420000,0,47.3293
4,2,2040,5050,1,0,0,5,7,1160,880,2040,5050,1937,705000,0,47.6885
4,1.75,1840,10528,1,0,0,3,7,1210,630,1620,9331,1990,274900,0,47.2987
4,2.5,2860,3345,2,0,0,3,8,2190,670,2860,3596,2004,499950,0,47.7735
3,1.5,1400,7550,1,0,0,4,7,1400,0,1730,7562,1953,415250,0,47.7566
3,1,990,7520,1,0,0,4,7,990,0,990,7440,1958,222000,0,47.285
3,2,3120,42247,1,0,0,4,7,2150,970,2100,43416,1980,375000,0,47.3925
3,2.5,1640,5707,2,0,0,3,7,1640,0,1850,5827,1995,300000,0,47.4016
3,1.75,2820,8879,1,0,0,5,7,1540,1280,1640,7850,1957,456700,0,47.5094
3,2.75,1970,5200,1.5,0,3,3,8,1970,0,2140,5200,2002,925500,3,47.5374
5,2.5,2840,15598,1,0,0,4,8,1470,1370,2570,14930,1975,375000,0,47.4693
3,2.5,2370,15375,2,0,2,3,9,2370,0,2450,9800,1993,420000,2,47.3803
3,2.5,2610,7301,2,0,0,3,8,2610,0,2460,7181,2004,575000,0,47.7614
3,2,1340,1951,1,0,0,3,6,670,670,1520,2248,1915,335000,0,47.5763
4,2,1300,7200,1,0,0,3,7,1300,0,1540,6600,1958,428000,0,47.6169
4,2.5,3340,34238,1,0,0,4,8,2060,1280,2400,36590,1977,655000,0,47.7654
3,3,2630,4896,2,0,0,3,9,2630,0,2880,4972,2006,738000,0,47.6932
5,1.75,1960,3748,1,0,0,3,7,980,980,1410,3844,1965,415000,0,47.7027
3,1,1090,6125,1,0,0,4,6,790,300,1050,6125,1945,392000,0,47.5343
2,1,1550,4600,1,0,0,4,7,1050,500,1550,4600,1941,555000,0,47.686
3,2.5,1770,2677,2,0,0,3,7,1770,0,1550,1798,2005,260000,0,47.4339
3,1,1390,10500,1.5,0,0,3,6,1390,0,1350,9800,1940,392500,0,47.567
3,2.5,2979,17313,2,0,2,3,11,2979,0,3890,14797,1993,912000,2,47.5503
2,1,830,7609,1,0,0,3,6,830,0,1170,7609,1943,135000,0,47.5057
3,2.75,1560,77536,1,0,0,3,7,1400,160,2210,41449,1978,500000,0,47.7695
3,1.5,1360,7488,1,0,0,4,7,1050,310,1580,7508,1975,238000,0,47.3314
4,2,1650,5974,1,0,0,5,7,860,790,1940,6001,1972,251000,0,47.5008
2,1.75,1510,5319,2,0,0,4,8,1510,0,1740,6160,1978,406500,0,47.6647
4,2.25,3010,10925,2,0,0,4,9,3010,0,2690,10925,1988,433495,0,47.3326
3,2.25,1510,6071,1,0,0,4,7,1150,360,1510,7271,1985,265000,0,47.3619
3,1.75,1950,7260,1,0,0,3,8,1520,430,1950,7548,1957,360000,0,47.7187
4,1,1800,12485,1,0,0,5,7,950,850,1290,9840,1955,425000,0,47.5729
2,2.75,2810,11205,1,0,0,3,7,1510,1300,2520,13000,1968,450000,0,47.4869
3,1.75,1760,8266,1,0,0,5,7,1760,0,1400,8519,1954,449900,0,47.7708
4,2.5,2040,5875,2,0,0,3,8,2040,0,2230,5459,2004,345000,0,47.5051
4,2,1690,35346,1,0,0,3,7,1690,0,2050,37846,1967,612500,0,47.6149
3,1.75,1530,7650,1,0,0,4,8,1530,0,1850,6804,1977,317000,0,47.4435
3,1.5,1810,3880,1.5,0,0,4,8,1310,500,1400,3880,1929,585000,0,47.6835
3,1.75,1180,14292,1,0,0,3,7,1180,0,1480,14400,1981,455000,0,47.4818
4,4,4090,51908,2,0,0,3,11,4090,0,4290,41655,1991,1040000,0,47.7226
4,2.25,2250,3463,2,0,0,4,8,2250,0,1850,2811,1968,497000,0,47.6324
3,1.75,1070,6315,1,0,0,3,7,1070,0,1520,5707,1992,226750,0,47.2803
4,2,1820,7102,1,0,0,3,7,1220,600,1650,8184,1950,385000,0,47.7447
3,0.75,1080,5025,1,0,0,3,5,1080,0,1370,6000,1948,205000,0,47.4936
4,2.5,2760,13093,2,0,0,4,9,2760,0,2810,13545,1989,745000,0,47.5845
4,2.5,2550,4770,2,0,0,3,8,2550,0,2380,4590,2005,371000,0,47.3526
4,2.5,2080,8504,2,0,0,3,8,2080,0,2000,6773,1991,545000,0,47.5703
3,1,1280,5460,1.5,0,0,4,7,1280,0,1390,5500,1931,443000,0,47.7321
2,1,950,6350,1,0,0,3,7,950,0,1080,7620,1951,287000,0,47.528
3,1,1050,7577,1,0,0,3,7,1050,0,1430,7245,1983,194000,0,47.2891
3,1,1800,7650,1,0,0,5,7,1800,0,1230,7650,1957,265000,0,47.4922
4,2.75,3840,10004,1,0,2,4,9,2110,1730,3500,12118,1963,1140000,2,47.5606
4,3.25,3674,12793,2,0,1,3,9,3674,0,3220,13100,1987,699950,1,47.4357
4,1,1710,7000,1.5,0,0,3,7,1710,0,2030,7938,1950,433000,0,47.7037
2,1.75,910,2693,1,0,0,3,6,910,0,1360,2693,2003,200000,0,47.3493
3,1.5,1340,25160,1,0,0,3,7,1340,0,1440,23680,1968,289571,0,47.475
4,2.75,2340,11034,1,0,0,3,8,1720,620,2370,11941,1967,440000,0,47.7686
3,1.5,1510,8360,1,0,0,3,7,1120,390,1700,8360,1960,400000,0,47.6119
4,2.5,2630,15000,2,0,0,5,8,2630,0,1770,8700,1962,589000,0,47.5262
5,2.25,3100,97661,2,0,0,3,9,3100,0,2370,53993,1986,850000,0,47.6624
3,1,940,3000,1.5,0,0,3,7,940,0,1210,3500,1903,520000,0,47.6033
2,2.25,1370,1248,2,0,0,3,7,1200,170,1800,3360,2000,555000,0,47.6399
3,2.5,2480,5082,2,0,0,3,7,2480,0,2480,5874,2004,470000,0,47.5297
2,1.5,1068,1158,2,0,0,3,7,1068,0,1078,1278,1990,207000,0,47.753
4,2.75,2390,9650,1,0,2,3,8,1620,770,2390,10000,1976,379750,2,47.3438
4,1.75,2170,4600,1,0,0,3,7,1270,900,1750,4000,1950,709000,0,47.6894
3,2.5,1520,9864,1,0,0,3,7,1160,360,1580,7425,1993,240000,0,47.3186
4,1.5,2210,10497,1,0,0,4,8,1650,560,1840,12697,1953,445500,0,47.4321
5,2.5,3200,7863,1,0,3,5,8,1600,1600,2640,7680,1959,1310000,3,47.6398
3,1.5,1160,10125,1,0,0,4,7,1160,0,1440,10018,1959,210000,0,47.4919
4,2.5,2670,5895,2,0,0,3,8,2670,0,2820,6531,1999,603000,0,47.6066
3,2.5,2520,10012,2,0,0,3,10,2520,0,2680,10071,1987,720000,0,47.6295
2,1,760,5500,1.5,0,0,3,5,760,0,1040,5515,1947,92000,0,47.5045
3,1.75,1310,5000,2,0,0,4,7,1310,0,1270,4750,1901,600000,0,47.6722
4,2.5,2750,13950,1,0,3,4,8,1380,1370,2460,13950,1948,725000,3,47.4938
5,2.25,1790,10300,1,0,0,3,7,1270,520,1790,10300,1961,409950,0,47.7718
3,2.5,1790,7167,2,0,0,3,8,1790,0,1680,7418,1989,515000,0,47.6176
4,2.5,2400,11640,1,0,0,5,8,1800,600,2440,10823,1968,495000,0,47.4485
4,2.25,2420,10200,2,0,0,4,9,2420,0,2390,10200,1973,998000,0,47.5336
3,1.75,1710,8767,1,0,0,4,8,1710,0,2050,9200,1986,630000,0,47.6945
3,1.75,2000,7480,1,0,0,3,8,1320,680,2000,8610,1972,410000,0,47.7734
3,2.25,1580,11580,1,0,0,4,8,1580,0,2630,10009,1979,602000,0,47.5503
4,2.75,2310,10232,1,0,0,5,8,1310,1000,2820,9886,1980,750000,0,47.5515
4,3,3580,9316,2.5,0,0,3,10,2370,1210,2580,9242,1991,711600,0,47.595
4,4,4320,8709,2,0,0,3,11,3190,1130,4010,8321,2006,1050000,0,47.5369
3,2.5,2560,35265,2,0,0,3,9,2560,0,2820,35496,1981,700500,0,47.7354
4,2.5,3220,18618,2,0,1,3,10,3220,0,2650,11896,1991,710000,1,47.5326
3,2,1660,13085,1,0,0,3,7,1010,650,1660,7778,1985,250000,0,47.3298
4,1.75,2420,8400,1,0,0,5,7,1620,800,1660,8400,1964,350000,0,47.5017
7,3.5,2870,29699,1,0,0,3,7,1520,1350,1380,7555,1961,475000,0,47.7153
2,1,830,7200,1,0,0,2,6,830,0,1150,6600,1920,200000,0,47.5604
4,2.25,1710,7000,1,0,0,4,7,1040,670,1780,6500,1972,450000,0,47.719
5,2.5,2600,4641,2,0,0,3,7,2600,0,2330,4589,2005,316000,0,47.4325
1,1,670,4920,1,0,0,3,5,670,0,1050,4920,1920,310000,0,47.5342
3,1.5,1500,11975,1,0,0,4,7,1500,0,1510,13875,1970,392000,0,47.4658
3,3.25,1460,1254,3,0,0,3,8,1460,0,1400,1255,2000,521000,0,47.6535
2,2,1540,7110,1,0,0,3,7,960,580,1860,7065,1949,495000,0,47.6932
3,1.75,1250,8084,1,0,0,4,7,1250,0,1340,7680,1967,209000,0,47.3364
4,2,2230,9900,1.5,0,0,5,9,2230,0,2510,11041,1959,809950,0,47.5979
2,1.75,1800,224769,1,0,0,3,7,1420,380,1620,112384,2008,400000,0,47.4327
4,2.5,2400,7292,1,0,0,3,8,1530,870,1710,7909,1980,415000,0,47.7749
4,2,2370,76665,2,0,0,4,8,2370,0,2110,19334,1978,411000,0,47.2831
2,2,1830,3600,1,0,0,4,7,1230,600,2020,3600,1926,825000,0,47.6359
3,2.25,1480,1384,3,0,0,3,8,1480,0,1310,1329,2008,436000,0,47.691
4,2.5,2620,8331,2,0,0,3,9,2620,0,2760,8174,1991,460000,0,47.4357
3,1,1300,5782,1,0,0,4,6,1300,0,1020,7200,1959,281000,0,47.524
4,1.5,3120,7680,1,0,3,3,8,1660,1460,2900,7680,1956,976000,3,47.646
4,2.5,2400,10364,2,0,0,3,8,2400,0,2390,9918,1995,485000,0,47.4832
3,2.5,1430,9240,2,0,0,3,7,1430,0,1480,8125,1984,429000,0,47.6258
3,2.5,2480,7428,2,0,0,3,9,2480,0,2600,8322,1990,729000,0,47.5489
3,2.5,2280,4757,2,0,0,3,8,2280,0,2280,4534,2003,625000,0,47.5901
3,1.75,1390,9328,1,0,0,4,7,1390,0,1550,8374,1987,218500,0,47.2766
3,1,1030,8395,1,0,0,4,7,1030,0,1370,9380,1960,175000,0,47.3322
3,1,1120,8200,1,0,0,4,7,1120,0,1820,7205,1938,442500,0,47.7254
3,2,1300,3000,2,0,0,3,7,1300,0,1670,4500,1986,480000,0,47.6728
3,2.25,2410,9668,1,0,1,4,8,1540,870,2510,5250,1965,715500,1,47.6996
3,1.75,1470,7350,1,0,0,3,8,1470,0,1470,7350,1963,432500,0,47.6687
5,4.25,4720,18741,2,0,0,3,11,3210,1510,3880,37328,2005,875000,0,47.6347
5,2.75,2910,13332,2,0,0,4,8,2910,0,1760,8900,1991,605000,0,47.4977
4,4,5000,12941,3,0,2,3,12,5000,0,4560,12941,2002,1690000,2,47.55
3,2.25,1690,12662,1,0,0,5,7,1090,600,1950,9642,1982,318000,0,47.4972
2,1,1000,7228,1,0,0,4,7,1000,0,1100,7228,1947,311300,0,47.7294
5,2.75,2400,7904,1,0,0,3,7,1450,950,2400,7475,1992,325000,0,47.4683
5,3.5,3330,3705,2,0,0,3,9,2610,720,2810,3971,2008,795000,0,47.5567
4,2.25,2060,10358,1,0,0,4,8,1320,740,2060,9676,1962,558000,0,47.5478
4,2.5,3090,18645,2,0,0,3,9,3090,0,3610,20114,1995,370000,0,47.2902
4,2.5,2350,7245,2,0,0,3,8,2350,0,2350,9419,1993,598850,0,47.6318
3,2.5,2180,9722,2,0,0,3,8,2180,0,2440,9722,1994,515700,0,47.527
3,2.5,1870,5013,2,0,0,3,8,1870,0,2040,5555,2003,458000,0,47.7552
3,2.25,3530,13000,2.5,0,0,4,10,3530,0,2960,13000,1985,583500,0,47.3823
4,2.5,2460,4166,2,0,0,3,9,2460,0,2460,4964,2003,653750,0,47.7072
3,2.5,1650,4725,2,0,0,3,8,1650,0,2000,4725,2011,299000,0,47.3548
5,3,3480,57499,1,0,0,4,8,2340,1140,2020,40946,1976,532000,0,47.4574
3,2.75,3176,13391,2,0,3,4,9,2726,450,3470,12779,1985,819000,3,47.3429
4,2.25,2420,9000,1,0,4,5,9,2000,420,2400,9035,1967,945000,4,47.4884
4,2.5,2260,9696,1,0,0,3,9,2260,0,2400,12111,1983,608700,0,47.643
4,2,2380,6122,1,0,2,4,8,1310,1070,1810,5202,1949,812000,2,47.6506
5,2.5,3400,8970,1,0,0,4,8,1700,1700,1890,8475,1959,464000,0,47.7358
4,2.5,3770,35081,2,0,0,3,10,3770,0,4000,35492,1989,950000,0,47.6908
4,2.5,2672,4297,2,0,0,3,8,2020,652,1720,6120,2005,700000,0,47.6955
3,1,1180,4219,1,0,0,3,7,1060,120,1630,4219,1939,435000,0,47.6867
3,1.5,1810,14400,1,0,0,4,7,1810,0,1710,12000,1954,229500,0,47.2887
3,3,2610,22672,1.5,1,4,4,8,2610,0,2810,22672,1952,1580000,4,47.4414
3,2.25,1450,13439,1,0,0,4,7,1180,270,1520,12348,1963,265000,0,47.2811
2,2,1600,64468,1,0,0,3,7,1600,0,1950,64468,1950,995000,0,47.7344
3,2.5,2650,9380,1,0,0,5,8,1680,970,2310,9600,1975,590000,0,47.7756
4,2.75,2490,17833,2,0,2,3,9,1490,1000,2640,16943,1979,740000,2,47.7206
2,0.75,850,7710,1,0,2,5,6,550,300,2500,6022,1909,360000,2,47.5588
4,2,1820,7200,1,0,0,3,7,1300,520,1770,8149,1976,548500,0,47.5161
3,1.75,1960,4788,1,0,0,4,7,1090,870,1960,3960,1920,599000,0,47.6746
3,1.75,2350,20820,1,0,0,4,8,1800,550,2040,10800,1978,615000,0,47.6095
3,1.75,1320,6600,1,0,0,3,7,1320,0,1070,6594,1988,292000,0,47.4838
4,2.5,3720,30649,2,0,0,3,10,3720,0,3220,29434,1988,899000,0,47.6651
3,1.5,2210,6500,1,0,0,4,7,1030,1180,1750,6370,1912,500000,0,47.5434
3,2.5,1910,11550,1.5,0,0,3,8,1910,0,2230,11550,2003,580000,0,47.6213
4,2.5,2840,6268,2,0,0,3,9,2840,0,2790,6526,1998,580000,0,47.7386
3,1,1320,5000,1,0,0,4,7,1090,230,1700,5000,1920,594000,0,47.6674
3,2.5,2440,7600,1,0,0,3,7,1420,1020,2060,7700,1981,500000,0,47.6966
4,2.5,2420,8056,1,0,0,3,8,1680,740,2160,6807,1988,550000,0,47.5748
3,1.75,1180,6260,1,0,0,4,8,1180,0,1580,7272,1993,275000,0,47.3531
3,2.25,1820,7420,2,0,0,4,8,1820,0,1900,7526,1983,390000,0,47.4368
3,3,3760,8500,2.5,0,3,4,10,3060,700,2610,5500,1910,1250000,3,47.5815
3,2.25,1560,15340,2,0,0,3,7,1560,0,1560,8260,1997,250000,0,47.4989
2,2.5,1790,5400,2,0,0,4,8,1790,0,1700,5760,1979,405000,0,47.6606
3,1,1430,7000,1,0,0,3,6,1430,0,1050,7700,1968,213950,0,47.3018
3,1.5,1390,11340,1,0,0,4,7,1390,0,1740,11340,1963,232000,0,47.3984
3,1,990,10800,1,0,0,4,6,990,0,1060,10364,1959,207000,0,47.293
3,1.75,1880,30346,1,0,0,3,8,1880,0,2260,5883,1988,310000,0,47.3515
3,2.5,2520,5000,3,0,0,3,9,2520,0,1130,5000,1990,540000,0,47.5664
4,1.5,2060,4000,1.5,0,2,3,7,1580,480,1160,4000,1990,750000,2,47.6857
4,2.5,2150,7303,2,0,0,3,8,2150,0,1940,9569,2005,392500,0,47.5109
5,2.5,2500,12220,1,0,0,3,8,1690,810,2130,12000,1962,305000,0,47.3335
3,2.5,2390,9157,2,0,0,3,9,2390,0,2360,8250,1984,735000,0,47.6617
4,2.5,2400,6137,2,0,0,3,8,2400,0,2120,7468,1990,575000,0,47.6187
2,1,660,5000,1,0,0,3,6,660,0,1000,5000,1915,175000,0,47.5664
4,2.5,1580,6633,2,0,0,4,7,1580,0,1590,6633,1984,291000,0,47.3768
4,2.5,3250,8970,2,0,0,3,10,3250,0,3240,8449,1994,791500,0,47.5862
3,2,1880,9659,1,0,0,3,8,1180,700,1780,9659,1951,475000,0,47.7497
2,1,1190,11400,1,0,0,3,7,1190,0,1410,11400,1951,238950,0,47.5012
3,3.5,1280,1257,2,0,0,3,8,1040,240,1280,1249,2000,470000,0,47.6721
4,1.75,2380,15324,1,0,0,3,8,1610,770,2540,12608,1978,420000,0,47.6262
3,2.5,2040,7605,2,0,0,3,8,2040,0,2150,7545,1996,440000,0,47.4876
4,1.75,1440,4300,1.5,0,0,4,8,1290,150,1640,5000,1929,656000,0,47.6846
3,2.5,2120,4310,2,0,0,3,7,2120,0,2280,4380,2001,559950,0,47.687
2,2,990,5416,1,0,0,3,6,990,0,1650,3360,1935,600000,0,47.604
3,1,1710,12000,1,0,0,4,7,1710,0,1310,9600,1972,255000,0,47.2616
4,1.5,1840,7076,1.5,0,0,3,7,1840,0,1510,7320,1957,210750,0,47.5185
4,1,1150,2560,1.5,0,0,3,7,1150,0,1890,3000,1909,485000,0,47.6368
3,2.5,2250,8076,2,0,0,3,8,2250,0,2180,7244,1995,390000,0,47.3667
3,2.5,2460,12600,1,0,0,4,8,1810,650,1820,11180,1970,405000,0,47.473
4,1,1540,4500,1.5,0,0,2,7,1540,0,1920,6000,1905,462500,0,47.587
4,2.25,2210,14073,1,0,0,3,8,1630,580,2340,11340,1978,435000,0,47.4774
3,2.5,1440,5434,2,0,0,3,7,1440,0,1560,3770,2003,440000,0,47.6818
3,1.75,1790,7650,1,0,3,3,9,1790,0,2540,7600,1978,299950,3,47.3213
2,1.5,1120,1024,2,0,0,3,8,1120,0,1120,1549,1998,440000,0,47.6175
3,2.5,1260,11877,1,0,0,3,7,1260,0,1430,9790,1975,312620,0,47.4442
3,1.5,1180,12324,1,0,0,3,7,800,380,1280,11371,1981,372500,0,47.6337
3,2.5,1730,8076,2,0,0,3,8,1730,0,1780,6930,1994,297262,0,47.2619
4,3,2250,7245,1,0,0,4,7,1250,1000,1960,7245,1963,735000,0,47.6045
3,1.5,1550,5034,2,0,0,4,7,1550,0,1820,7200,1922,430000,0,47.7072
2,1.75,1070,9750,1.5,0,0,3,7,1070,0,970,9750,1995,241000,0,47.7131
3,1,1460,9750,1,0,0,4,7,1460,0,1270,9750,1969,201000,0,47.3242
2,1,1060,4000,1,0,0,4,7,1060,0,1770,4000,1910,570000,0,47.6731
4,1.75,1840,9600,1,0,0,3,7,1220,620,1770,9720,1967,538000,0,47.6579
3,2.5,2440,4244,2,0,0,3,8,2440,0,2690,4556,2011,729000,0,47.7057
4,1.75,1700,14756,1,0,0,3,7,850,850,1680,10250,1955,331500,0,47.5762
2,1,680,8064,1,0,0,3,6,680,0,1340,10800,1941,110700,0,47.469
3,2,1700,8448,1,0,0,3,7,1700,0,1350,8587,1996,245000,0,47.2077
3,1.75,2000,7111,1,0,0,4,7,1360,640,1830,9000,1956,427000,0,47.7676
4,1.75,2340,5940,1,0,0,3,8,1290,1050,1930,5940,1953,650500,0,47.6789
2,1,1120,7440,1,0,0,4,7,1120,0,1170,7440,1939,335900,0,47.7405
2,2,1510,5133,1.5,0,0,3,7,1510,0,1470,6000,1939,535000,0,47.6415
5,2,2120,2400,1,0,0,4,6,1080,1040,1690,4400,1906,360000,0,47.5979
3,2.25,1500,8100,1,0,0,3,7,1210,290,1600,7896,1968,294900,0,47.4632
2,1,1030,5934,1,0,0,4,7,1030,0,1420,5588,1928,460000,0,47.6828
4,3.5,5440,38900,2,0,0,3,12,5440,0,4830,41313,1990,1770000,0,47.6605
2,1,1150,4400,1,0,0,4,7,1150,0,1240,4400,1905,463000,0,47.6226
5,1.5,2420,43560,1,0,2,3,8,1500,920,1620,17331,1962,332000,2,47.208
4,2,1750,8116,1,0,0,4,5,1750,0,1440,7865,1943,199500,0,47.5097
4,2,1750,8116,1,0,0,4,5,1750,0,1440,7865,1943,247000,0,47.5097
4,2.5,2170,14024,2,0,0,3,8,2170,0,2240,14029,1992,442500,0,47.7346
3,2,2540,237402,1,0,0,3,9,2540,0,2200,229125,2007,600000,0,47.2688
3,2.5,1690,3827,2,0,0,3,7,1690,0,1690,3129,2005,449000,0,47.6768
4,1,1600,4500,1.5,0,0,4,7,1600,0,1720,4500,1926,725000,0,47.6804
3,1,1060,7900,1,0,0,3,7,1060,0,1310,7900,2001,215000,0,47.4604
2,1.75,1990,6549,1,0,0,3,7,1170,820,1640,7202,1948,582500,0,47.7
4,2.25,2210,9371,2,0,0,4,8,2210,0,2300,11584,1968,305000,0,47.3634
4,2.75,3090,7650,2,0,2,3,8,2340,750,2760,10370,1989,734000,2,47.3622
3,2,1050,10072,1,0,0,3,7,1050,0,1130,10087,1986,300000,0,47.7341
5,1.75,2550,71874,1,0,0,5,7,1810,740,2170,51400,1960,525888,0,47.4845
4,2.5,2095,4400,1.5,0,0,5,8,1295,800,1980,4400,1910,711000,0,47.5838
3,1.75,1520,12282,1,0,0,3,8,1220,300,1860,13500,1978,360000,0,47.7516
5,2.5,2750,12350,2,0,0,3,8,2750,0,1650,9810,1987,357000,0,47.419
3,1.75,1200,9266,1,0,0,4,7,1200,0,1200,9266,1960,235000,0,47.314
3,1.75,1830,9720,1,0,1,3,7,1150,680,3380,10854,1976,550000,1,47.5511
3,1,1160,7202,1,0,0,4,7,1160,0,1620,8598,1957,324000,0,47.7675
3,2,1750,9239,1,0,0,3,8,1410,340,1720,7874,1989,420000,0,47.7583
4,2.5,2400,7693,2,0,0,3,8,2400,0,2400,8038,2003,450000,0,47.4881
5,3.5,4140,6770,2,0,0,3,9,3030,1110,3960,5431,2004,825000,0,47.5381
4,2.25,2115,6234,2,0,0,3,7,2115,0,2440,6366,1998,272000,0,47.285
3,2,2580,15653,1.5,0,0,3,9,2580,0,1920,9840,1990,481000,0,47.4561
3,1,1220,3400,1,0,0,3,7,1060,160,1350,3750,1927,500000,0,47.6775
2,1.5,1630,3780,1,0,0,4,7,890,740,1770,6400,1940,448000,0,47.6711
2,2,1350,4220,1,0,0,3,8,1350,0,1350,4409,2004,480000,0,47.718
3,2.5,1690,2890,2,0,0,3,7,1690,0,1690,2730,2004,475000,0,47.6802
2,2.25,1700,2383,2,0,0,3,8,1700,0,1700,2700,2005,472500,0,47.547
4,2.25,1890,7616,1,0,0,4,8,1260,630,1890,7420,1979,291000,0,47.3275
2,1,850,5250,1,0,0,4,7,850,0,1440,5250,1950,294000,0,47.731
4,2.5,2480,12688,1,0,0,4,9,1820,660,2910,11979,1967,1010000,0,47.6344
3,2.5,1690,3129,2,0,0,3,7,1690,0,1690,3129,2002,442500,0,47.6875
2,1,810,8424,1,0,0,4,6,810,0,820,8424,1959,170000,0,47.3286
4,2.5,3980,16304,1,0,1,3,10,2480,1500,3980,16304,1968,1580000,1,47.639
3,2.25,2580,6000,2,0,0,3,8,1780,800,2300,5995,1925,665000,0,47.5778
5,4.5,6085,142725,3,0,0,3,11,6085,0,4830,128457,2000,1610000,0,47.6085
2,1.75,2140,5000,1,0,0,3,7,1000,1140,2250,4000,1991,675000,0,47.6284
2,1.75,1360,10000,1,0,0,3,6,1360,0,1430,10000,1989,279900,0,47.7421
4,1.5,1800,3245,1.5,0,0,4,8,1800,0,1800,4275,1929,875000,0,47.6605
3,2.5,1920,3867,2,0,0,3,8,1920,0,2190,3841,2005,571000,0,47.5538
3,1,860,5060,1.5,0,0,3,7,860,0,880,5060,1927,320000,0,47.7062
3,2.5,2340,35021,1,0,0,3,9,2340,0,2630,35190,1986,525000,0,47.3988
8,2.75,4040,20666,1,0,0,4,9,2020,2020,3670,20500,1962,1650000,0,47.634
3,1.75,1160,5082,1,0,0,3,6,580,580,1730,6000,1942,137900,0,47.503
3,2.25,1680,57063,2,0,0,4,8,1680,0,1910,57063,1989,440000,0,47.4669
3,1,1280,3870,1,0,0,3,7,640,640,1280,4800,1945,360000,0,47.6163
4,1.5,1800,9576,1,0,0,4,7,1800,0,1370,9576,1977,271000,0,47.4664
6,3.25,4250,23326,1,0,3,3,10,2150,2100,3370,15983,1967,465000,3,47.34
4,2.5,2400,4596,2,0,0,3,8,2400,0,2230,4763,2004,280000,0,47.3358
2,1,940,6350,1,0,0,4,5,940,0,1490,6350,1942,283000,0,47.698
3,1,1110,7208,1,0,0,3,7,1110,0,1440,7210,1980,411500,0,47.6979
3,2.25,2420,7548,1,0,0,4,8,1370,1050,2150,8000,1967,282000,0,47.3112
3,2.5,1850,1499,2.5,0,0,3,9,1790,60,1770,1539,2005,535000,0,47.6475
4,2.5,2020,4350,2,0,0,5,9,1730,290,1620,5800,1943,554729,0,47.6503
4,2.5,2020,4350,2,0,0,5,9,1730,290,1620,5800,1943,868000,0,47.6503
3,2.5,1830,65340,1,0,0,3,8,1520,310,2100,84942,1991,427000,0,47.4553
4,1.75,1920,6000,1,0,0,4,7,960,960,1850,7200,1954,455000,0,47.7137
2,1.75,1280,8500,1,0,0,3,7,1280,0,1950,10356,2010,595000,0,47.6553
4,2.5,3130,5240,2,0,0,3,8,3130,0,2470,5240,2004,400000,0,47.3446
4,2.5,3920,12415,2,0,0,3,10,3920,0,3639,12805,1997,770000,0,47.5658
4,2.75,3100,3773,2,0,0,3,8,2000,1100,2130,3777,1996,742500,0,47.6158
4,2.5,3220,15600,1,0,0,5,9,1680,1540,2990,15600,1973,1250000,0,47.5697
3,2,1670,13775,1,0,0,3,8,1670,0,2130,14500,1968,375000,0,47.4873
4,2.5,2700,17853,2,0,0,4,9,2700,0,3790,16672,1960,1560000,0,47.6463
4,2,5461,22880,1,0,0,4,9,3265,2196,1940,10995,1964,545000,0,47.3557
4,3.25,4400,16625,2,0,0,3,11,4400,0,4440,15523,2003,1050000,0,47.5868
3,1.75,2190,8500,1,0,0,4,9,2190,0,2850,8868,1957,1570000,0,47.64
4,1.5,1200,11163,1.5,0,0,4,6,1200,0,1200,11163,1970,178000,0,47.3024
3,1.75,1470,10390,1,0,0,3,7,1470,0,1770,7507,1989,262500,0,47.4192
3,1.75,1650,5000,1.5,0,0,4,8,1650,0,1630,5000,1900,730000,0,47.6743
5,1.75,1840,10453,1,0,2,3,8,1360,480,2250,11250,1948,395000,2,47.4508
3,1,1210,6650,1,0,0,3,6,1210,0,990,7590,1959,355000,0,47.6214
3,2.5,1870,8541,2,0,0,3,8,1870,0,2150,7789,1989,299990,0,47.2925
